Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title
Pharrell Williams,0.877,0.56,7,-3.751,0.0596,0.00721,1.45E-06,0.0839,0.154,119.971,216136,https://www.youtube.com/watch?v=cKEwnhc8ItY,"Pharrell Williams - Cash In Cash Out (Official Video) ft. 21 Savage, Tyler, The Creator"
Pharrell Williams,0.81,0.733,9,-6.338,0.0444,0.276,6.73E-06,0.288,0.9,125.975,229283,https://www.youtube.com/watch?v=eMQuofsOOzo,"Calvin Harris - Stay With Me (Official Video) ft Justin Timberlake, Halsey & Pharrell"
Pharrell Williams,0.679,0.516,0,-6.371,0.0452,0.199,0,0.0965,0.716,120.074,202008,https://www.youtube.com/watch?v=qJlMkMtK7-8,SZA - Hit Different (Official Video) ft. Ty Dolla $ign
Pharrell Williams,0.859,0.563,1,-6.635,0.112,0.0541,0,0.0685,0.412,119.934,258789,https://www.youtube.com/watch?v=nTOj3UQhkLA,Lil Uzi Vert - Neon Guts feat. Pharrell Williams [Official Visualizer]
Pharrell Williams,0.827,0.571,11,-7.949,0.366,0.0195,0,0.166,0.62,142.034,146419,https://www.youtube.com/watch?v=icoOOiSlKK0,"Tyler, The Creator - JUGGERNAUT (Official Video)"
Pharrell Williams,0.89,0.46,2,-8.155,0.0359,0.432,0,0.11,0.677,112.555,176078,https://www.youtube.com/watch?v=reYRmpiVSyA,Just A Cloud Away
Pharrell Williams,0.894,0.404,9,-5.913,0.13,0.453,1.57E-06,0.0801,0.759,102.009,236507,https://www.youtube.com/watch?v=LOtkH5amC7s,Pharrell - Frontin' (Official HD Video) ft. Jay-Z
Khalid,0.351,0.296,4,-10.109,0.0333,0.934,0,0.095,0.12,115.284,200186,https://www.youtube.com/watch?v=V1Pl8CzNzCw,"Billie Eilish, Khalid - lovely"
Khalid,0.912,0.774,0,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,https://www.youtube.com/watch?v=mRXKnG2eugU,"Marshmello, Khalid - Numb (Official Video)"
Khalid,0.52,0.761,4,-3.093,0.0853,0.256,4.96E-06,0.17,0.286,141.971,180823,https://www.youtube.com/watch?v=Tx1sqYc3qas,Marshmello - Silence Ft. Khalid (Official Music Video)
Khalid,0.799,0.539,1,-6.351,0.0421,0.199,1.66E-05,0.165,0.394,136.948,202547,https://www.youtube.com/watch?v=IPfJnp1guPc,Khalid - Young Dumb & Broke (Official Video)
Khalid,0.632,0.686,6,-7.665,0.243,0.549,0,0.2,0.329,89.949,170770,https://www.youtube.com/watch?v=56WBK4ZK_cw,"benny blanco, Halsey & Khalid â€“ Eastside (official video)"
Khalid,0.596,0.552,0,-10.278,0.097,0.0765,0.334,0.104,0.112,97.949,229320,https://www.youtube.com/watch?v=x3bfa3DZ8JM,Khalid - Better (Official Video)
Khalid,0.736,0.449,1,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,https://www.youtube.com/watch?v=by3yRdlQvzs,Khalid - Location (Official Video)
Khalid,0.83,0.585,1,-5.802,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,https://www.youtube.com/watch?v=KZTbbE1sNF8,Khalid - 8TEEN (Official Lyric Video)
Khalid,0.64,0.647,5,-8.114,0.186,0.124,0,0.0801,0.546,92.979,197867,https://www.youtube.com/watch?v=mj0XInqZMHY,Ed Sheeran - Beautiful People (feat. Khalid) [Official Music Video]
Khalid,0.708,0.648,6,-5.626,0.0449,0.0956,0,0.134,0.338,143.955,201707,https://www.youtube.com/watch?v=xYtsL9znopI,Khalid & Normani - Love Lies (Official Video)
Shakira,0.778,0.632,2,-5.6,0.0493,0.274,0,0.0915,0.498,122.104,218289,https://www.youtube.com/watch?v=CocEMWdc7Ck,SHAKIRA || BZRP Music Sessions #53
Shakira,0.873,0.695,0,-4.207,0.0459,0.419,1.23E-06,0.211,0.823,131.963,158805,https://www.youtube.com/watch?v=j5y6xLpRwx4,"Shakira, Ozuna - MonotonÃ­a (Official Video)"
Shakira,0.695,0.636,5,-4.654,0.317,0.234,0,0.081,0.575,174.14,172235,https://www.youtube.com/watch?v=4I25nV9hXGA,"Shakira, Rauw Alejandro - Te Felicito (Official Video)"
Shakira,0.778,0.824,10,-5.892,0.0707,0.284,0,0.405,0.758,100.024,218093,https://www.youtube.com/watch?v=DUT5rEU6pqM,Shakira - Hips Don't Lie (Official 4K Video) ft. Wyclef Jean
Shakira,0.758,0.871,2,-6.408,0.147,0.0062,0,0.0663,0.753,126.994,202627,https://www.youtube.com/watch?v=pRpeEdMmmQ0,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cupâ„¢ Song)
Shakira,0.831,0.868,11,-5.282,0.0325,0.176,0,0.184,0.483,131.971,194438,https://www.youtube.com/watch?v=me19SUmWu2s,"Black Eyed Peas, Shakira, David Guetta - DON'T YOU WORRY (Official Music Video)"
Shakira,0.687,0.361,10,-11.589,0.0792,0.35,1.11E-05,0.11,0.526,165.747,173133,https://www.youtube.com/watch?v=BPidLpADlaM,Shakira - Dia de Enero (Official HD Video)
Shakira,0.852,0.773,8,-2.921,0.0776,0.187,3.05E-05,0.159,0.907,102.034,195840,https://www.youtube.com/watch?v=6Mgqbai3fKo,Shakira - Chantaje (Official Video) ft. Maluma
Shakira,0.595,0.461,6,-7.786,0.0641,0.269,0.000149,0.123,0.338,91.976,192867,https://www.youtube.com/watch?v=nYbcVK2jjXc,Shakira - Inevitable (Official HD Video)
Shakira,0.839,0.403,0,-11.059,0.0308,0.5,1.81E-06,0.0786,0.575,97.967,254240,https://www.youtube.com/watch?v=eZGIoE8A8L4,Shakira - Antologia (Video Oficial)
Machine Gun Kelly,0.731,0.675,5,-5.134,0.0434,0.00473,0,0.141,0.298,124.939,139461,https://www.youtube.com/watch?v=J_n01uvyhI8,Machine Gun Kelly ft. blackbear - my ex's best friend (Official Music Video)
Machine Gun Kelly,0.628,0.744,7,-4.718,0.0379,0.0257,0,0.313,0.277,119.921,169397,https://www.youtube.com/watch?v=wK-8TCDrbV8,Machine Gun Kelly - I Think I'm OKAY [Official Music Video]
Machine Gun Kelly,0.601,0.92,5,-4.802,0.0505,0.000735,0,0.0998,0.537,88.014,170134,https://www.youtube.com/watch?v=9xht4JIOfjU,Machine Gun Kelly - maybe feat. Bring Me The Horizon (Official Music Video)
Machine Gun Kelly,0.653,0.718,3,-5.232,0.213,0.00413,0,0.0537,0.216,82.034,202805,https://www.youtube.com/watch?v=IumYMCllMsM,"Machine Gun Kelly, X Ambassadors & Bebe Rexha - Home (from Bright: The Album) [Official Video]"
Machine Gun Kelly,0.654,0.875,1,-4.845,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,https://www.youtube.com/watch?v=0tn6nWYNK3Q,Machine Gun Kelly ft. Halsey - forget me too (Official Music Video)
Machine Gun Kelly,0.533,0.858,2,-4.212,0.0766,0.00021,0,0.148,0.506,160.057,205159,https://www.youtube.com/watch?v=wSdT-SArM2Q,Machine Gun Kelly - Bloody Valentine [Official Video]
Machine Gun Kelly,0.697,0.691,2,-4.757,0.146,0.214,0,0.185,0.305,137.853,239293,https://www.youtube.com/watch?v=QpbQ4I3Eidg,"Machine Gun Kelly, Camila Cabello - Bad Things (Official Music Video)"
Machine Gun Kelly,0.665,0.678,5,-4.122,0.0315,0.00156,0,0.474,0.682,131.986,122570,https://www.youtube.com/watch?v=hbXcy50umRc,"Machine Gun Kelly, blackbear - make up sex ft. blackbear (Official Music Video)"
Machine Gun Kelly,0.721,0.632,5,-6.695,0.0358,0.0693,0,0.291,0.296,92.057,144860,https://www.youtube.com/watch?v=AKDlT3j8mwU,"The Kid LAROI - F*CK YOU, GOODBYE (Lyrics) (feat. Machine Gun Kelly)"
Machine Gun Kelly,0.742,0.617,2,-6.689,0.0345,0.05,5.92E-05,0.0711,0.491,147.002,124188,https://www.youtube.com/watch?v=QwowRNLw8Fg,Machine Gun Kelly & Lil Wayne - ay! (Official Music Video)
Nicky Jam,0.594,0.749,9,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,172854,https://www.youtube.com/watch?v=_I_D_8Z4sJE,Nicky Jam x J. Balvin - X (EQUIS) | Video Oficial | Prod. Afro Bros & Jeon
Nicky Jam,0.628,0.69,8,-5.83,0.0511,0.443,0,0.113,0.66,179.908,205907,https://www.youtube.com/watch?v=hXI8RQYC36Q,21. El PerdÃ³n - Nicky Jam y Enrique Iglesias  [Official Music Video YTMAs]
Nicky Jam,0.635,0.713,11,-6.909,0.0937,0.228,0,0.0506,0.749,179.864,204701,https://www.youtube.com/watch?v=RSRzIrOqaN4,"Romeo Santos, Daddy Yankee, Nicky Jam - Bella y Sensual (Official Video)"
Nicky Jam,0.627,0.849,1,-3.167,0.153,0.0913,0,0.145,0.818,89.907,158087,https://www.youtube.com/watch?v=8Q2_uF26DkQ,Nicky Jam - BZRP (Music Sessions #41)
Nicky Jam,0.681,0.648,1,-5.021,0.38,0.523,0,0.104,0.688,172.02,286507,https://www.youtube.com/watch?v=_WmvVJ43RoM,"Dalex - Cuaderno ft. Nicky Jam, Justin Quiles, Sech, Lenny TavÃ¡rez, Rafa PabÃ¶n, Feid (Video Oficial)"
Nicky Jam,0.855,0.912,10,-4.832,0.145,0.183,0,0.122,0.885,104.072,157023,https://www.youtube.com/watch?v=QgZcLdDR7qw,Nicky Jam Ft. Daddy Yankee - En La Cama (Official Video)
Nicky Jam,0.76,0.803,8,-2.867,0.0306,0.531,0,0.0555,0.922,136.945,223074,https://www.youtube.com/watch?v=nAwWqC9GYgM,"Prince Royce, Nicky Jam, Jay Wheeler - Si Te Preguntan... (Official Video)"
Nicky Jam,0.832,0.608,6,-6.042,0.0385,0.282,0,0.0761,0.589,94.013,198707,https://www.youtube.com/watch?v=kkx-7fsiWgg,22. Hasta el Amanecer - Nicky Jam | Video Oficial
Nicky Jam,0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,https://www.youtube.com/watch?v=GqOvxbFLwjY,Color Esperanza 2020 - Various Artists (Official Video)
Nicky Jam,0.827,0.788,7,-11.937,0.0831,0.246,0,0.0764,0.815,109.933,170005,https://www.youtube.com/watch?v=HNM7R7TmOsg,Los cangris - Donde estan las gatas ( Daddy Yankee FT. Nicky JAM ) Video Oficial - El ganador
The Beatles,0.557,0.54,9,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,https://www.youtube.com/watch?v=KQetemT1sWc,The Beatles - Here Comes The Sun (2019 Mix)
The Beatles,0.443,0.403,0,-8.339,0.0322,0.631,0,0.111,0.41,143.462,243027,https://www.youtube.com/watch?v=QDYfEBY9NM4,Let It Be (Remastered 2009)
The Beatles,0.533,0.376,9,-11.913,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,https://www.youtube.com/watch?v=oolpPmuK2I8,Come Together (Remastered 2009)
The Beatles,0.332,0.179,5,-11.83,0.0326,0.879,0,0.0886,0.315,96.529,125667,https://www.youtube.com/watch?v=NrgmdOz227I,Yesterday (Remastered 2009)
The Beatles,0.482,0.849,2,-9.198,0.0452,0.641,7.74E-06,0.0414,0.937,124.631,155227,https://www.youtube.com/watch?v=2RicaUqd9Hg,Twist And Shout (Remastered 2009)
The Beatles,0.686,0.127,7,-14.361,0.0342,0.754,1.41E-05,0.0573,0.372,93.699,138387,https://www.youtube.com/watch?v=Man4Xw8Xypo,Blackbird (Remastered 2009)
The Beatles,0.688,0.435,9,-11.359,0.0323,0.449,0,0.113,0.435,103.239,146333,https://www.youtube.com/watch?v=YBcdt6DsLQA,In My Life (Remastered 2009)
The Beatles,0.386,0.607,10,-7.7,0.0261,0.0112,1.38E-05,0.088,0.532,147.207,425653,https://www.youtube.com/watch?v=mQER0A0ej0M,Hey Jude (Remastered 2015)
The Beatles,0.49,0.715,7,-5.549,0.0476,0.386,0,0.311,0.866,130.726,145747,https://www.youtube.com/watch?v=v1HDt1tknTc,I Want To Hold Your Hand (Remastered 2015)
The Beatles,0.396,0.338,0,-10.872,0.0304,0.198,2.62E-06,0.138,0.377,133.522,182293,https://www.youtube.com/watch?v=UelDrZ1aFeY,The Beatles - Something
Pitbull,0.671,0.939,8,-3.206,0.161,0.191,0,0.298,0.53,129.024,252307,https://www.youtube.com/watch?v=EPo5wWmKEaI,"Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer"
Pitbull,0.581,0.963,11,-4.087,0.0981,0.0295,0,0.139,0.788,129.992,204160,https://www.youtube.com/watch?v=hHUbLv4ThOo,Pitbull - Timber (Official Video) ft. Ke$ha
Pitbull,0.721,0.802,1,-5.797,0.0583,0.0921,0,0.694,0.724,124.022,229360,https://www.youtube.com/watch?v=bTXJQ5ql5Fw,"Pitbull, Ne-Yo - Time Of Our Lives"
Pitbull,0.673,0.758,7,-3.632,0.158,0.039,0,0.341,0.542,135.956,229507,https://www.youtube.com/watch?v=5jlI4uzZGjU,Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera
Pitbull,0.67,0.855,0,-3.035,0.0499,0.0124,0,0.335,0.648,120.05,227280,https://www.youtube.com/watch?v=CdXesX6mYUE,Pitbull - International Love (Official Video) ft. Chris Brown
Pitbull,0.761,0.933,10,-5.38,0.056,0.0908,8.53E-05,0.0607,0.836,122.959,236200,https://www.youtube.com/watch?v=HMqgVXSvwGo,Pitbull - Fireball ft. John Ryan
Pitbull,0.592,0.935,6,-4.317,0.0581,0.00879,0.0154,0.132,0.567,125.013,222520,https://www.youtube.com/watch?v=TGtWWb9emYI,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (Olodum Mix)
Pitbull,0.85,0.631,1,-8.401,0.227,0.00684,0.000406,0.0679,0.738,126.002,237600,https://www.youtube.com/watch?v=2up_Eq6r6Ko,Pitbull - Hotel Room Service (Official Video)
Pitbull,0.595,0.912,10,-3.428,0.0884,0.0434,0,0.259,0.762,128.024,234453,https://www.youtube.com/watch?v=LefQdEMJP1I,Pitbull - Hey Baby (Drop It To The Floor) ft. T-Pain
Pitbull,0.898,0.677,11,-6.422,0.243,0.0223,0,0.35,0.578,130.027,154493,https://www.youtube.com/watch?v=B5PLNv4Nc4o,Daddy Yankee x Pitbull - Hot (Official Video)
Sean Paul,0.742,0.882,7,-2.862,0.117,0.0466,0,0.206,0.463,102.04,221176,https://www.youtube.com/watch?v=GzU8KqOY8YA,Sean Paul - No Lie (Official Music Video) ft. Dua Lipa
Sean Paul,0.951,0.6,0,-4.675,0.0685,0.106,0,0.0712,0.822,125.04,218573,https://www.youtube.com/watch?v=dW2MmuA1nI4,Sean Paul - Temperature (Official Video)
Sean Paul,0.801,0.764,2,-5.112,0.0986,0.109,1.62E-05,0.247,0.578,89.999,154151,https://www.youtube.com/watch?v=lZizLbWxr_E,"Spice, Sean Paul, Shaggy - Go Down Deh | Official Music Video"
Sean Paul,0.741,0.824,10,-4.143,0.0352,0.614,0,0.158,0.725,100.216,211666,https://www.youtube.com/watch?v=oPQ3o14ksaM,Sean Paul - Get Busy/Like Glue (Official Video)
Sean Paul,0.718,0.776,7,-5.208,0.0693,0.000624,5.30E-06,0.207,0.622,120.015,227787,https://www.youtube.com/watch?v=SbUBMklQSVU,Sean Paul - She Doesn't Mind (Official Video)
Sean Paul,0.855,0.674,7,-4.328,0.314,0.165,0,0.0548,0.578,95.991,242253,https://www.youtube.com/watch?v=bMoNV9oWs2E,Sean Paul - Give It Up To Me (feat. Keyshia Cole) [Disney Version] (Official Video)
Sean Paul,0.711,0.761,8,-3.04,0.225,0.067,0,0.041,0.718,95.824,243880,https://www.youtube.com/watch?v=bMoNV9oWs2E,Sean Paul - Give It Up To Me (feat. Keyshia Cole) [Disney Version] (Official Video)
Sean Paul,0.765,0.666,7,-5.384,0.172,0.103,0,0.116,0.757,87.002,273360,https://www.youtube.com/watch?v=AQ4TW5Z8eu0,Sean Paul - I'm Still In Love With You (Official Video)
Sean Paul,0.812,0.712,0,-5.993,0.0452,0.01,0,0.108,0.85,98.029,148944,https://www.youtube.com/watch?v=8Fl6d_fSRNs,INNA x Sean Paul - Up (Official Video)
Sean Paul,0.828,0.588,2,-7.14,0.118,0.0156,0,0.124,0.598,94.052,224681,https://www.youtube.com/watch?v=-gCe4WrmOIk,"Sean Paul, J Balvin - Contra La Pared"
Elvis Presley,0.396,0.293,2,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307,182360,https://www.youtube.com/watch?v=vGJTaP6anOU,Elvis Presley - Can't Help Falling In Love (Official Audio)
Elvis Presley,0.465,0.27,4,-16.661,0.0425,0.9,0.00104,0.145,0.58,94.518,129173,https://www.youtube.com/watch?v=3KK6sMo8NBY,"Elvis Presley, Martina McBride - Blue Christmas (Official HD Video)"
Elvis Presley,0.575,0.236,2,-16.982,0.0422,0.968,0.0178,0.105,0.829,79.576,115827,https://www.youtube.com/watch?v=BO_g0BgWiLI,Here Comes Santa Claus (Right Down Santa Claus Lane) (Official Lyric Video)
Elvis Presley,0.487,0.382,7,-10.889,0.0309,0.0422,4.74E-06,0.411,0.714,116.557,261280,https://www.youtube.com/watch?v=WrMGGouem3c,Elvis Presley - Suspicious Minds (Official Music Video)
Elvis Presley,0.66,0.748,2,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,170293,https://www.youtube.com/watch?v=zWDcot2YezA,Elvis Presley - Burning Love (Official Music Video)
Elvis Presley,0.358,0.387,7,-14.342,0.0324,0.746,0.0121,0.119,0.495,181.183,218440,https://www.youtube.com/watch?v=wTRSlZEq_l0,Elvis Presley - Always On My Mind
Elvis Presley,0.325,0.715,7,-7.744,0.0368,0.00708,2.79E-05,0.0987,0.282,93.914,191840,https://www.youtube.com/watch?v=u-pP_dCenJA,Elvis Presley - If I Can Dream ('68 Comeback Special)
Elvis Presley,0.623,0.537,10,-10.014,0.0726,0.332,1.40E-05,0.0963,0.905,166.885,146933,https://www.youtube.com/watch?v=gj0Rz-uP4Mk,Elvis Presley - Jailhouse Rock (Music Video)
Elvis Presley,0.404,0.266,10,-16.688,0.0334,0.716,0.133,0.107,0.491,88.916,167413,https://www.youtube.com/watch?v=6am8V5KNJ4A,Elvis Presley - In The Ghetto (Music Video) (1969)
Elvis Presley,0.481,0.733,5,-7.633,0.165,0.573,1.17E-05,0.108,0.874,122.903,140427,https://www.youtube.com/watch?v=OhW6t4rEJwU,Elvis Presley - (You're The) Devil In Disguise (Official Animated Video)
2Pac,0.916,0.844,7,-3.967,0.236,0.0394,0,0.0778,0.586,95.19,312627,https://www.youtube.com/watch?v=41qC3w3UUkU,2Pac - Hit 'Em Up (Dirty) (Music Video) HD
2Pac,0.801,0.91,2,-6.566,0.225,0.00239,0.000891,0.0737,0.805,87.277,278387,https://www.youtube.com/watch?v=qL7blpZ2GSk,2pac - Ambitionz Az A Ridah (MUSIC VIDEO)
2Pac,0.763,0.85,7,-3.052,0.0417,0.0304,1.21E-06,0.371,0.761,91.519,284907,https://www.youtube.com/watch?v=omfz62qu_Bc,2Pac ft. Dr. Dre - California Love (Official Video) [Full Length Version]
2Pac,0.872,0.723,1,-5.968,0.247,0.0293,0,0.327,0.843,93.279,307773,https://www.youtube.com/watch?v=XuoC6M9A0iQ,2Pac - All Eyez On Me Ft. Big Syke (Nozzy-E Remix) (Prod By Beat Brothers) 2019
2Pac,0.874,0.63,1,-3.585,0.298,0.0578,0.00479,0.0582,0.717,95,281600,https://www.youtube.com/watch?v=zupm3f0QrQs,2pac - Do for Love [Official Video]
2Pac,0.865,0.665,7,-6.289,0.073,0.0453,0,0.224,0.331,111.113,268827,https://www.youtube.com/watch?v=0_5XeetZf68,2pac - Changes Original Music Video
2Pac,0.773,0.54,6,-7.123,0.103,0.371,0,0.131,0.322,84.115,280000,https://www.youtube.com/watch?v=Mb1ZvUDvLDY,2Pac - Dear Mama
2Pac,0.598,0.732,4,-7.013,0.425,0.144,0,0.508,0.595,172.329,262507,https://www.youtube.com/watch?v=SHVzWMFMH6Y,"2Pac - Keep Ya Head Up (from album: ""Strictly 4 My N.I.G.G.A.Z..."""
2Pac,0.849,0.904,8,-4.78,0.138,0.0248,5.11E-05,0.0545,0.854,99.258,246533,https://www.youtube.com/watch?v=5V7u672xw4g,2 Of Amerikaz Most Wanted (Feat. Snoop Dogg) - Official Music Video
2Pac,0.795,0.852,0,-2.238,0.178,0.0442,3.47E-06,0.39,0.673,95.44,330760,https://www.youtube.com/watch?v=Pz5F0Ju97r0,2Pac - Can't C Me (HD Video)
Snoop Dogg,0.762,0.861,0,-3.296,0.0955,0.0185,0,0.264,0.955,120.048,172714,https://www.youtube.com/watch?v=BGNkkVrJZks,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)"
Snoop Dogg,0.553,0.652,0,-6.685,0.206,0.0897,0,0.111,0.551,94.505,207347,https://www.youtube.com/watch?v=Wa5B22KAkEk,"Snoop Dogg & Wiz Khalifa - Young, Wild and Free ft. Bruno Mars [Official Video]"
Snoop Dogg,0.888,0.632,1,-3.872,0.219,0.19,0,0.101,0.662,91.979,266067,https://www.youtube.com/watch?v=GtUVQei3nX4,Snoop Dogg - Drop It Like It's Hot (Official Music Video) ft. Pharrell Williams
Snoop Dogg,0.723,0.732,11,-5.514,0.0864,0.11,0,0.484,0.503,104.991,199747,https://www.youtube.com/watch?v=L4jUUYsVZO4,"Meek Mill, YG & Snoop Dogg - That's My N**** (from Bright: The Album) [Official Audio]"
Snoop Dogg,0.718,0.768,7,-7.87,0.25,0.0988,0,0.0957,0.591,164.038,213745,https://www.youtube.com/watch?v=RjrA-slMoZ4,Eminem & Snoop Dogg - From The D 2 The LBC [Official Music Video]
Snoop Dogg,0.813,0.732,7,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,195987,https://www.youtube.com/watch?v=KnEXrbAQyIo,Snoop Dogg - 'Sweat' Snoop Dogg vs David Guetta (Remix) [Official Video]
Snoop Dogg,0.907,0.695,11,-6.268,0.135,0.246,0,0.0808,0.961,101.007,298307,https://www.youtube.com/watch?v=_FE194VN6c4,Snoop Dogg - Beautiful (Official Music Video) ft. Pharrell Williams
Snoop Dogg,0.861,0.48,7,-8.433,0.0512,0.0459,0,0.351,0.278,99.972,178840,https://www.youtube.com/watch?v=jcKeii2MXGY,Akon ft Snoop Dogg - I Wanna Fuck You  Official Music Video (HD)
Snoop Dogg,0.755,0.531,9,-8.051,0.196,0.213,0,0.13,0.683,177.951,203360,https://www.youtube.com/watch?v=d-Gi-qJ1CAQ,BANDA MS FEAT. SNOOP DOGG - QUÃ‰ MALDICIÃ“N (Video Animado)
Snoop Dogg,0.878,0.786,11,-5.273,0.152,0.416,3.10E-05,0.122,0.831,101.984,382240,https://www.youtube.com/watch?v=y_z-adsJjmE,Riders On The Storm - Snoop Dogg ft. The Doors
Lil Wayne,0.669,0.634,11,-6.476,0.0327,0.0125,0,0.0946,0.496,124.906,255053,https://www.youtube.com/watch?v=KY44zvhWhp4,"Lil Wayne - Love Me ft. Drake, Future (Explicit) (Official Music Video)"
Lil Wayne,0.502,0.786,9,-4.378,0.317,0.255,0,0.65,0.739,169.021,243491,https://www.youtube.com/watch?v=-59jGD4WrmE,"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors - Sucker for Pain"
Lil Wayne,0.328,0.622,5,-7.291,0.0866,0.858,0,0.104,0.401,74.267,228093,https://www.youtube.com/watch?v=OZLUa8JUR18,Lil Wayne - Mirror ft. Bruno Mars (Official Music Video)
Lil Wayne,0.457,0.906,5,-2.278,0.342,0.249,0,0.182,0.54,104.02,357707,https://www.youtube.com/watch?v=eDuRoPIOBjE,"Drake, Kanye West, Lil Wayne, Eminem - Forever (Explicit Version) (Official Music Video)"
Lil Wayne,0.364,0.752,2,-5.429,0.304,0.0007,0,0.318,0.606,79.119,248587,https://www.youtube.com/watch?v=c7tOAGY59uQ,Lil Wayne - 6 Foot 7 Foot ft. Cory Gunz (Explicit) (Official Music Video)
Lil Wayne,0.832,0.43,0,-9.39,0.0826,0.0606,0.00323,0.124,0.462,148.074,299333,https://www.youtube.com/watch?v=2IH8tNQAzSs,Lil Wayne - Lollipop (Official Music Video) ft. Static
Lil Wayne,0.663,0.688,6,-8.659,0.283,0.0391,0.00224,0.223,0.731,151.589,221813,https://www.youtube.com/watch?v=1Vf4mMCpNY0,Lil Wayne - A Milli
Lil Wayne,0.443,0.623,0,-6.717,0.0718,0.0468,0,0.247,0.156,79.365,233000,https://www.youtube.com/watch?v=HJBbd3fXnxg,"Lil Wayne, XXXTENTACION & Ty Dolla $ign - Scared of the Dark [Traduzione Italiana]"
Lil Wayne,0.742,0.617,2,-6.689,0.0345,0.05,5.92E-05,0.0711,0.491,147.002,124188,https://www.youtube.com/watch?v=QwowRNLw8Fg,Machine Gun Kelly & Lil Wayne - ay! (Official Music Video)
Lil Wayne,0.376,0.841,3,-4.348,0.356,0.0435,0,0.578,0.463,76.052,271947,https://www.youtube.com/watch?v=oUvMv_MxMxQ,Right Above It (Explicit)
Sia,0.716,0.512,1,-6.257,0.0331,0.483,0,0.0928,0.326,104.957,165907,https://www.youtube.com/watch?v=gset79KMmt0,Sia - Snowman [Official Video]
Sia,0.468,0.779,9,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,https://www.youtube.com/watch?v=YaEG2aWJnZ8,Sia - Unstoppable (Official Video - Live from the Nostalgic For The Present Tour)
Sia,0.399,0.787,1,-2.88,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,216120,https://www.youtube.com/watch?v=2vjPBrBU-TM,Sia - Chandelier (Official Video)
Sia,0.259,0.437,11,-6.589,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,239000,https://www.youtube.com/watch?v=tt2k8PGm-TI,ZAYN - Dusk Till Dawn (Official Video) ft. Sia
Sia,0.628,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,https://www.youtube.com/watch?v=nYh-n7EOtMA,Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul
Sia,0.603,0.615,11,-4.931,0.165,0.0799,6.72E-05,0.117,0.561,158.657,213707,https://www.youtube.com/watch?v=HhoATZ1Imtw,"LSD - Genius ft. Sia, Diplo, Labrinth"
Sia,0.421,0.791,9,-4.998,0.0496,0.0117,1.48E-05,0.146,0.499,130.075,257200,https://www.youtube.com/watch?v=KWZGAExj-es,Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video)
Sia,0.678,0.744,6,-4.058,0.234,0.495,2.35E-05,0.0631,0.433,101.987,162353,https://www.youtube.com/watch?v=3gzmJzjs8IE,"Sia, R3HAB - Unstoppable (R3HAB Remix (Visualizer))"
Sia,0.759,0.636,6,-5.585,0.0369,0.0224,0.000143,0.166,0.536,109.976,214507,https://www.youtube.com/watch?v=K2kUyHgadQo,Ozuna x Doja Cat x Sia - Del Mar (Video Oficial)
Sia,0.547,0.814,1,-6.191,0.12,0.0215,0,0.0475,0.724,92.986,205267,https://www.youtube.com/watch?v=V3EYjVPRClU,Sia - Santa's Coming For Us
Fleetwood Mac,0.828,0.492,0,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,https://www.youtube.com/watch?v=Y3ywicffOj4,Fleetwood Mac - Dreams (Official Music Video)
Fleetwood Mac,0.545,0.67,9,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,https://www.youtube.com/watch?v=iLC-tHvkNvI,The Chain (2004 Remaster)
Fleetwood Mac,0.73,0.487,4,-10.991,0.0303,0.258,0.01,0.0852,0.731,114.965,226653,https://www.youtube.com/watch?v=YF1R0hc5Q2I,Fleetwood Mac - Everywhere (Official Music Video)
