Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title
Britney Spears,0.724,0.695,11,-5.226,0.0622,0.073,0,0.0889,0.235,139,224400,https://www.youtube.com/watch?v=rMqayQ-U74s,Britney Spears - Womanizer (Director's Cut) (Official HD Video)
Britney Spears,0.791,0.733,6,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,https://www.youtube.com/watch?v=lVhJ_A8XUgc,Britney Spears - Circus (Official HD Video)
Britney Spears,0.696,0.734,7,-5.294,0.0298,0.0485,0,0.183,0.711,107.987,225080,https://www.youtube.com/watch?v=s6b33PTbGxk,Britney Spears - Criminal (Official Video)
Britney Spears,0.717,0.587,4,-7.296,0.0339,0.0192,0,0.0523,0.544,129.954,216520,https://www.youtube.com/watch?v=0aEnnH6t8Ts,Britney Spears - If U Seek Amy (Official HD Video)
Farruko,0.762,0.766,7,-3.955,0.0343,0.00776,6.98E-05,0.128,0.442,130.001,287120,https://www.youtube.com/watch?v=y8trd3gjJt0,Farruko - Pepas (Official Video)
Farruko,0.813,0.56,2,-5.904,0.0618,0.108,0,0.268,0.287,118.033,286041,https://www.youtube.com/watch?v=UWV41yEiGq0,"Diles - Bad Bunny, Ozuna, Farruko, Arcangel, Ã‘engo Flow"
Farruko,0.817,0.672,11,-5.612,0.299,0.441,0,0.13,0.774,93.999,332240,https://www.youtube.com/watch?v=CbEst0K063c,"Myke Towers, Farruko, Arcangel, Sech & Zion - Si Se Da Remix (Video Oficial)"
Farruko,0.879,0.703,1,-4.219,0.0701,0.143,0,0.0569,0.788,94.004,199711,https://www.youtube.com/watch?v=8jwbnGrX7-c,Rauw Alejandro âŒ Farruko - FantasÃ­as (Video Oficial)
Farruko,0.826,0.764,11,-4.341,0.0522,0.337,0,0.161,0.761,126.9,237627,https://www.youtube.com/watch?v=1_zgKRBrT0Y,"Pedro CapÃ³, Farruko - Calma (Remix - Official Video)"
Farruko,0.522,0.697,1,-5.288,0.103,0.0291,0,0.319,0.235,169.775,193959,https://www.youtube.com/watch?v=dhYOPzcsbGM,"Alan Walker, Sabrina Carpenter & Farruko  - On My Way"
Farruko,0.578,0.634,8,-5.979,0.333,0.00473,0,0.132,0.216,183.89,211652,https://www.youtube.com/watch?v=ieodxKMYRf8,"Reik, Farruko, Camilo - Si Me Dices Que SÃ­"
Farruko,0.756,0.689,10,-3.87,0.0648,0.327,0,0.0586,0.782,162.006,213312,https://www.youtube.com/watch?v=MNmc_XJp5rI,Farruko - Passion Whine ft. Sean Paul (Official Video)
Farruko,0.591,0.785,9,-7.768,0.161,0.161,0,0.126,0.785,106.002,217547,https://www.youtube.com/watch?v=GqOvxbFLwjY,Color Esperanza 2020 - Various Artists (Official Video)
Farruko,0.788,0.814,9,-3.822,0.217,0.562,0,0.208,0.665,97.982,202098,https://www.youtube.com/watch?v=lqoNYHUVk-A,"Omar Montes, Farruko - Patio de la CÃ¡rcel (Tangos - Official Video)"
Wisin & Yandel,0.736,0.727,5,-4.642,0.0571,0.0584,1.91E-06,0.0976,0.644,94.048,229065,,
Wisin & Yandel,0.625,0.839,6,-4.824,0.0927,0.00762,2.35E-05,0.464,0.771,184.08,233520,,
Wisin & Yandel,0.803,0.779,11,-4.449,0.0694,0.066,2.23E-05,0.111,0.317,94.009,208895,,
Wisin & Yandel,0.687,0.781,7,-4.657,0.0944,0.166,4.32E-06,0.255,0.655,180.1,219721,,
Wisin & Yandel,0.868,0.764,4,-6.574,0.167,0.119,0.00143,0.0918,0.397,96.994,263293,,
Wisin & Yandel,0.627,0.768,11,-5.296,0.0325,0.00291,0,0.0598,0.237,127.953,274947,,
Wisin & Yandel,0.686,0.722,2,-5.4,0.256,0.108,0,0.494,0.515,94.006,205707,,
Wisin & Yandel,0.815,0.757,10,-6.16,0.039,0.382,3.28E-06,0.147,0.734,104.986,209680,,
Wisin & Yandel,0.691,0.894,9,-1.681,0.115,0.291,0,0.104,0.623,184.019,241880,,
Disney,0.376,0.43,0,-6.585,0.0328,0.0902,0,0.0912,0.129,77.599,177323,https://www.youtube.com/watch?v=HqrPJysnCWM,Olivia Rodrigo - All I Want (From HSMTMTS | Alternate Video | Disney+)
Disney,0.672,0.322,7,-17.669,0.0339,0.144,2.96E-05,0.074,0.496,113.852,201680,https://www.youtube.com/watch?v=TVcLIfSC4OE,Mulan | I'll Make A Man Out Of You | Disney Sing-Along
Disney,0.274,0.144,5,-14.516,0.0482,0.92,0.000388,0.29,0.302,61.551,195493,https://www.youtube.com/watch?v=SXKlJuO07eM,"Jodi Benson - Part of Your World (Official Video From ""The Little Mermaid"")"
Disney,0.477,0.6,7,-5.652,0.0324,0.271,0,0.112,0.29,152.062,229813,https://www.youtube.com/watch?v=JFYedt-KnB0,Dove Cameron - If Only (from Descendants) (Official Video)
Disney,0.511,0.475,10,-14.667,0.161,0.708,0,0.105,0.819,98.957,195147,https://www.youtube.com/watch?v=GC_mV1IpjWA,The Little Mermaid - Under the Sea (from The Little Mermaid) (Official Video)
Disney,0.474,0.82,0,-7.699,0.243,0.493,0,0.0978,0.697,164.718,140573,https://www.youtube.com/watch?v=yOL-EJZjmp0,Hercules | Zero to Hero | Lyric Video | Disney Sing Along
Disney,0.684,0.481,0,-10.305,0.0391,0.228,0,0.157,0.48,121.208,140227,https://www.youtube.com/watch?v=DPMjsfJwUow,Hercules - I wont say im in love (english) HD Quality
Disney,0.273,0.227,0,-15.742,0.0351,0.848,2.31E-06,0.102,0.142,129.272,160307,https://www.youtube.com/watch?v=pe33e0UW3hg,A Whole New World (Remastered 2022)
Disney,0.435,0.391,2,-13.062,0.162,0.814,0,0.0885,0.583,73.531,224920,https://www.youtube.com/watch?v=afzmwAKUppU,Beauty and the Beast - Be Our Guest [High Quality]
Disney,0.555,0.692,9,-4.767,0.0277,0.0864,3.25E-05,0.232,0.313,88.995,222360,https://www.youtube.com/watch?v=pAzFRfzwT-g,"Zac Efron, Vanessa Hudgens - Gotta Go My Own Way (From ""High School Musical 2"")"
Chris Brown,0.733,0.69,9,-5.529,0.0427,0.0635,1.18E-06,0.105,0.31,116.992,184613,https://www.youtube.com/watch?v=pfxyk1glEq4,Chris Brown - Under The Influence (Official Video)
Chris Brown,0.526,0.606,5,-5.3,0.259,0.152,2.36E-06,0.194,0.492,116.622,182667,https://www.youtube.com/watch?v=QkaWdvv-jKg,"Metro Boomin, Future, Chris Brown - Superhero (Heroes & Villains) (Visualizer)"
Chris Brown,0.696,0.454,1,-6.756,0.153,0.123,0,0.155,0.136,92.928,260640,https://www.youtube.com/watch?v=6L_k74BOLag,Chris Brown - No Guidance (Official Video) ft. Drake
Chris Brown,0.734,0.846,9,-3.425,0.0489,0.166,1.74E-06,0.235,0.604,98.026,209884,https://www.youtube.com/watch?v=XYyU8Y_o9v4,"Rvssian, Rauw Alejandro & Chris Brown â€” NostÃ¡lgico (Official Video)"
Chris Brown,0.755,0.578,0,-8.932,0.145,0.316,0,0.25,0.581,94.148,176960,https://www.youtube.com/watch?v=dPhwbZBvW2o,"Chris Brown, Young Thug - Go Crazy (Official Video)"
Chris Brown,0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,https://www.youtube.com/watch?v=5sMKX22BHeE,Chris Brown - Forever (Official HD Video)
Chris Brown,0.58,0.66,6,-7.405,0.0429,0.0166,0,0.174,0.411,123.801,266307,https://www.youtube.com/watch?v=Q_ljNRC8qqM,Chris Brown - Wet the Bed (Official Audio) ft. Ludacris
Chris Brown,0.62,0.62,1,-6.322,0.0375,0.0388,0.000213,0.129,0.459,144.835,148751,https://www.youtube.com/watch?v=pfxyk1glEq4,Chris Brown - Under The Influence (Official Video)
Chris Brown,0.828,0.726,10,-6.389,0.0419,0.106,0.00101,0.103,0.67,113.017,212976,https://www.youtube.com/watch?v=PhXu2kq7j-E,Monalisa (Remix)- Lojay ft Sarz & Chris Brown
Chris Brown,0.662,0.693,3,-4.298,0.0698,0.134,0,0.145,0.655,86.009,252120,https://www.youtube.com/watch?v=nmjdaBaZe8Y,Chris Brown - With You (Official Video)
Tory Lanez,0.645,0.534,6,-10.8,0.0479,0.157,0,0.0863,0.463,105.02,226467,https://www.youtube.com/watch?v=Ip6mUD4NINI,Tory Lanez - The Color Violet [Official Music Video]
Tory Lanez,0.607,0.735,4,-6.065,0.095,0.253,0,0.11,0.964,88.894,151967,https://www.youtube.com/watch?v=PKw7aanzgMc,Tory Lanez - Lavender Sunflower (Music Video)
Tory Lanez,0.546,0.529,11,-10.511,0.0583,0.0862,6.50E-06,0.124,0.247,107.331,237787,https://www.youtube.com/watch?v=xUq1rZ7mmns,Tory Lanez - Say It
Tory Lanez,0.929,0.7,0,-5.595,0.0906,0.144,0,0.349,0.802,120.009,132024,https://www.youtube.com/watch?v=rTVjstuyuJU,Tory Lanez - Broke In A Minute *Directed & Edited by Tory Lanez*
Tory Lanez,0.904,0.723,11,-5.224,0.26,0.0631,0,0.185,0.835,145.013,227478,https://www.youtube.com/watch?v=HIwAI05Y1fU,"Jack Harlow - WHATS POPPIN feat. Dababy, Tory Lanez, & Lil Wayne [Official Video]"
Tory Lanez,0.676,0.659,11,-5.123,0.0476,0.194,0,0.283,0.595,134.985,193994,https://www.youtube.com/watch?v=v4y1VXGEay4,Tory Lanez - Lady Of Namek [Official Music Video]
Tory Lanez,0.383,0.531,5,-7.814,0.0741,0.0753,0.000102,0.108,0.0375,105.971,293307,https://www.youtube.com/watch?v=x_HEpW9v69A,Tory Lanez - Sorry 4 What ? // LV BELT (Official Video)
Tory Lanez,0.464,0.547,7,-8.137,0.339,0.0511,0,0.155,0.423,67.003,221492,https://www.youtube.com/watch?v=1QQTT5tktH4,Tory Lanez - The Take (Feat. Chris Brown) (Official Audio)
Tory Lanez,0.744,0.448,4,-10.426,0.291,0.365,0,0.194,0.279,118.027,133521,https://www.youtube.com/watch?v=Gb-IlOT3r_Q,Tory Lanez - I LIKE [Official Music Video] FARGO FRIDAYS
Tory Lanez,0.53,0.517,5,-9.253,0.399,0.387,0,0.176,0.381,137.554,326813,https://www.youtube.com/watch?v=cbSMOjwoPAg,Tory Lanez - And This Is Just The Intro [Official Music Video]
Mariah Carey,0.336,0.627,7,-7.463,0.0384,0.164,0,0.0708,0.35,150.273,241107,https://www.youtube.com/watch?v=yXQViqx6GMY,Mariah Carey - All I Want For Christmas Is You (Official Video)
Mariah Carey,0.561,0.782,3,-7.444,0.0317,0.022,0,0.109,0.704,127.148,153240,https://www.youtube.com/watch?v=ah-U9ECRZog,Mariah Carey - Christmas (Baby Please Come Home) (Official Audio)
Mariah Carey,0.669,0.727,7,-7.588,0.0353,0.139,0,0.123,0.807,102.322,243493,https://www.youtube.com/watch?v=qq09UkPRdFY,Mariah Carey - Fantasy (Official 4K Video)
Mariah Carey,0.65,0.531,4,-8.335,0.0364,0.457,0,0.249,0.487,78.946,258133,https://www.youtube.com/watch?v=LfRNRymrv9k,Mariah Carey - Always Be My Baby (Official Music Video)
Mariah Carey,0.837,0.462,0,-7.89,0.0601,0.0339,0,0.09,0.762,139.986,201400,https://www.youtube.com/watch?v=0habxsuXW4g,Mariah Carey - We Belong Together (Official Music Video)
Mariah Carey,0.648,0.759,6,-4.315,0.306,0.0142,0,0.648,0.518,85.996,324307,https://www.youtube.com/watch?v=WDaNJW_jEBo,"Busta Rhymes, Mariah Carey - I Know What You Want (Official HD Video) ft. Flipmode Squad"
Mariah Carey,0.576,0.526,6,-8.524,0.0325,0.323,2.01E-06,0.0548,0.147,122.06,213667,https://www.youtube.com/watch?v=Hat1Hc9SNwE,Mariah Carey - Without You (Live Video Version)
Mariah Carey,0.742,0.468,10,-5.557,0.0625,0.0465,0,0.826,0.369,86.443,242200,https://www.youtube.com/watch?v=H1Yt0xJKDY8,Mariah Carey - Obsessed (Official Music Video)
Mariah Carey,0.501,0.378,4,-9.37,0.029,0.735,0,0.119,0.178,119.987,257733,https://www.youtube.com/watch?v=0IA3ZvCkRkQ,Mariah Carey - Hero (Official HD Video)
Mariah Carey,0.368,0.505,4,-7.208,0.0285,0.367,6.63E-06,0.154,0.192,173.977,266933,https://www.youtube.com/watch?v=BEJmP8T07JU,Mariah Carey - O Holy Night (Official HD Video)
A.R. Rahman,0.715,0.654,2,-7.266,0.336,0.196,0.000117,0.0667,0.762,175.589,245366,https://www.youtube.com/watch?v=MrzkoLKpgLU,Mallipoo Video Song | VTK | HDR | Silambarasan TR | Gautham Vasudev Menon |   @ARRahman | Vels
A.R. Rahman,0.717,0.416,7,-9.875,0.0303,0.635,1.43E-06,0.0976,0.381,100.026,213632,https://www.youtube.com/watch?v=mrdRHsIkK_c,@A. R. Rahman - Enna Sona Video|OK Jaanu|Arijit Singh|Shraddha Kapoor|Aditya Roy
A.R. Rahman,0.815,0.761,4,-7.162,0.144,0.192,0,0.0272,0.82,121.999,200219,https://www.youtube.com/watch?v=w4ClQO0FFQg,"Param Sundari -Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @ARRahman| Shreya |Amitabh"
A.R. Rahman,0.563,0.495,2,-10.272,0.0362,0.781,0,0.0837,0.244,125.998,291462,https://www.youtube.com/watch?v=aOliIfyH6vI,"Atrangi Re: Rait Zara Si Full Video |@ARRahman|Akshay, Dhanush,Sara,Arijit, Shashaa | Bhushan K"
A.R. Rahman,0.673,0.714,9,-8.042,0.039,0.111,0,0.0858,0.78,112.941,254653,https://www.youtube.com/watch?v=OsTGp5n6w5E,A.R. Rahman - Raanjhanaa Best Lyric Video|Sonam Kapoor|Dhanush|Jaswinder|Shiraz
A.R. Rahman,0.7,0.343,2,-10.474,0.0308,0.767,0,0.0789,0.488,137.864,315173,https://www.youtube.com/watch?v=4h1WFyOQv0Y,Jashn-E-Bahaaraa - Jodhaa Akbar|@A. R. Rahman|Hrithik Roshan|Aishwarya Rai|Javed A
A.R. Rahman,0.687,0.637,10,-9.55,0.13,0.12,0,0.291,0.56,152,290526,https://www.youtube.com/watch?v=14nAMb8bYSk,Ponni Nadhi - Full Video | Ponniyin Selvan 1 | Tamil | AR Rahman | Mani Ratnam | Karthi
A.R. Rahman,0.261,0.603,0,-6.733,0.0367,0.558,0,0.184,0.207,158.125,352711,https://www.youtube.com/watch?v=EhhiY11Z9-U,"I - Ennodu Nee Irundhaal Video | A. R. Rahman | Vikram, Amy Jackson | Shankar"
A.R. Rahman,0.362,0.378,1,-11.008,0.0329,0.679,0,0.091,0.575,87.549,470500,https://www.youtube.com/watch?v=T94PHkuydcw,"Kun Faya Kun Full Video Song Rockstar | Ranbir Kapoor | A.R. Rahman, Javed Ali, Mohit Chauhan"
A.R. Rahman,0.744,0.7,2,-7.663,0.0375,0.278,0.000155,0.068,0.867,144.033,309640,https://www.youtube.com/watch?v=9JDSGhhiOwI,A.R. Rahman - Tere Bina Best Video| Guru|Aishwarya Rai|Abhishek Bachchan|Chinmayi
Die drei ???,0.518,0.93,1,-6.246,0.858,0.404,0,0.884,0.241,63.653,180008,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Die drei ???,0.415,0.743,1,-9.428,0.836,0.181,0,0.339,0.376,175.024,180008,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Die drei ???,0.509,0.744,7,-7.231,0.899,0.318,0,0.156,0.54,50.977,185263,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Die drei ???,0.572,0.769,1,-9.557,0.761,0.269,0,0.609,0.453,110.304,180006,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Die drei ???,0.54,0.62,4,-7.805,0.482,0.292,0,0.558,0.62,114.792,180010,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Die drei ???,0.584,0.482,1,-10.423,0.865,0.563,0,0.664,0.638,103.357,180006,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Die drei ???,0.58,0.481,1,-11.331,0.821,0.218,0,0.342,0.471,89.886,180006,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Die drei ???,0.574,0.55,1,-11.386,0.909,0.403,0,0.41,0.677,99.695,180010,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Die drei ???,0.464,0.564,7,-9.479,0.483,0.226,4.80E-06,0.668,0.307,100.66,180066,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Die drei ???,0.598,0.609,0,-10.712,0.706,0.181,0,0.477,0.433,120.177,180010,https://www.youtube.com/watch?v=GlfY8m3WJOE,Die drei Fragezeichen - Das Geheimnis der Geisterinsel
Pritam,0.577,0.574,0,-6.525,0.0278,0.572,0,0.1,0.436,94.009,268165,https://www.youtube.com/watch?v=BddP6PYo2gs,Kesariya - BrahmÄstra | Ranbir Kapoor | Alia Bhatt | Pritam | Arijit Singh | Amitabh Bhattacharya
Pritam,0.483,0.468,8,-7.642,0.0341,0.784,0,0.152,0.319,135.875,247941,https://www.youtube.com/watch?v=vGHa_VcAIxM,Shayad | Lockdown Version | Pritam | Arijit
Pritam,0.59,0.555,2,-6.861,0.0271,0.481,0,0.192,0.191,84.027,223460,https://www.youtube.com/watch?v=jHNNMj5bNQw,"""Kabira Full Song"" Yeh Jawaani Hai Deewani | Pritam | Ranbir Kapoor, Deepika Padukone"
Pritam,0.609,0.538,6,-7.842,0.0273,0.328,0,0.125,0.608,130.015,321225,https://www.youtube.com/watch?v=mt9xg0mmt28,"Full Video: Tum Se Hi | Jab We Met | Kareena Kapoor, Shahid Kapoor | Mohit Chauhan | Pritam"
Pritam,0.534,0.481,0,-9.016,0.0412,0.697,0,0.142,0.293,124.914,280282,https://www.youtube.com/watch?v=hoNb6HuNmU0,"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh"
Pritam,0.684,0.771,8,-5.353,0.0307,0.548,0,0.112,0.539,119.982,299827,https://www.youtube.com/watch?v=rTuxUAuJRyY,"Tera Hone Laga Hoon Lyrical - Ajab Prem Ki Ghazab Kahani | Atif Aslam | Ranbir, Katrina K | Pritam"
Pritam,0.539,0.729,0,-7.588,0.0412,0.627,0.000941,0.128,0.435,112.074,279107,https://www.youtube.com/watch?v=WjAPDofGg28,Deva Deva - BrahmÄstra | Amitabh B | Ranbir Kapoor | Alia Bhatt | Pritam | Arijit | Amitabh | Jonita
Pritam,0.657,0.581,0,-8.108,0.0298,0.699,1.82E-05,0.116,0.323,118.037,243578,https://www.youtube.com/watch?v=-d9nvq3402M,"Raabta (Kehte Hain Khuda) Agent Vinod Full Song Video | Saif Ali Khan, Kareena Kapoor | Pritam"
Pritam,0.57,0.55,10,-8.343,0.035,0.524,3.73E-05,0.0921,0.435,117.999,311186,https://www.youtube.com/watch?v=b4hrUSBP4nc,Kalank Title Track - Full Video | Madhuri Sonakshi Alia Sanjay Aditya Varun | Arijit | Pritam
Pritam,0.857,0.893,0,-2.87,0.0422,0.0663,0,0.0335,0.845,108.022,211667,https://www.youtube.com/watch?v=J1rOfVst-EQ,"Bhool Bhulaiyaa 2 (Title Track) Kartik A, Kiara A, Tabu |Pritam, Tanishk, Neeraj, Anees B, Bhushan K"
Shreya Ghoshal,0.619,0.429,2,-7.867,0.028,0.738,1.35E-05,0.136,0.545,90.058,195253,https://www.youtube.com/watch?v=GtNrQy90Ih4,"Saibo Full Video - Shor In The City|Radhika Apte,Tusshar|Shreya Ghoshal,Tochi Raina"
Shreya Ghoshal,0.51,0.502,7,-7.016,0.0325,0.71,0,0.0708,0.321,133.885,247286,https://www.youtube.com/watch?v=v3TRtMH6er4,Pal - Female Version - Best Lyric Video|Shreya Ghoshal| Varun & Rhea|Javed Mohsin
Shreya Ghoshal,0.54,0.796,4,-7.538,0.0521,0.371,0.00165,0.11,0.636,78.99,265063,https://www.youtube.com/watch?v=ZIihoTi4pzI,Rasiya - BrahmÄstra | Amitabh B | Ranbir Kapoor | Alia Bhatt | Pritam | Amitabh | Tushar | Shreya
Shreya Ghoshal,0.815,0.761,4,-7.162,0.144,0.192,0,0.0272,0.82,121.999,200219,https://www.youtube.com/watch?v=w4ClQO0FFQg,"Param Sundari -Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @ARRahman| Shreya |Amitabh"
Shreya Ghoshal,0.52,0.485,4,-6.438,0.0269,0.927,0.000466,0.159,0.407,143.901,192187,https://www.youtube.com/watch?v=XpPhpAHyGO0,Hasi - Female Version - Hamari Adhuri Kahani|Official Bollywood Lyrics|Shreya Ghoshal
Shreya Ghoshal,0.609,0.759,10,-9.422,0.0336,0.245,2.84E-05,0.207,0.802,141.126,356942,https://www.youtube.com/watch?v=ebUJKhC9Uk0,Munbe Vaa - Shreya Ghoshal Live at EXPO2020 Dubai
Shreya Ghoshal,0.334,0.3,2,-12.359,0.0377,0.863,1.62E-06,0.195,0.158,147.076,101799,https://www.youtube.com/watch?v=KQc3bAItPEw,Tujhme Rab Dikhta Hai by Shreya Ghoshal live at Sony Project Resound Concert
Shreya Ghoshal,0.533,0.436,5,-7.521,0.0276,0.234,3.17E-06,0.46,0.371,146.868,308158,https://www.youtube.com/watch?v=DAYszemgPxc,"LYRICAL: Main Agar Kahoon | Om Shanti Om | Shahrukh Khan,Deepika Padukone | Sonu Nigam,Shreya Ghosal"
Shreya Ghoshal,0.442,0.574,2,-6.394,0.0828,0.273,0,0.094,0.308,167.857,292747,https://www.youtube.com/watch?v=2PT_44FEQ5Y,Piya O Re Piya By Shreya Ghoshal â¤ï¸
Shreya Ghoshal,0.651,0.482,4,-8.666,0.0281,0.293,0,0.0811,0.517,106.993,269185,https://www.youtube.com/watch?v=gf9CyIMcTCg,Samjhawan | Shreya Ghoshal | MTVBeats
Pink Floyd,0.693,0.394,0,-15.882,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747,https://www.youtube.com/watch?v=HrxX9TBj2zY,"Pink Floyd - Another Brick In The Wall, Part Two (Official Music Video)"
Pink Floyd,0.481,0.262,7,-15.73,0.0414,0.735,0.0114,0.832,0.375,122.861,334744,https://www.youtube.com/watch?v=01izSmWzgeI,Pink floyd - Wish you were here (Original version)
Pink Floyd,0.274,0.217,5,-13.814,0.0345,0.767,0.896,0.0832,0.181,116.334,283872,https://www.youtube.com/watch?v=vWZ6hmHj2MA,Pink Floyd - The Great Gig In The Sky (PULSE Restored & Re-Edited)
Pink Floyd,0.472,0.366,11,-12.595,0.0286,0.15,0.312,0.0837,0.171,127.163,382297,https://www.youtube.com/watch?v=zOyk5qnamjc,Comfortably Numb - Pink Floyd - The Wall - 4K Remastered
Pink Floyd,0.468,0.536,11,-10.422,0.144,0.024,0.00199,0.269,0.785,126.256,382834,https://www.youtube.com/watch?v=-0kcet4aPpQ,Pink Floyd - Money (Official Music Video)
Pink Floyd,0.431,0.373,11,-15.142,0.0346,0.389,0.728,0.143,0.253,128.153,169535,https://www.youtube.com/watch?v=gnLLuzS2Ofw,Pink Floyd - Breathe (In The Air) [Live in HD]
Pink Floyd,0.359,0.48,9,-11.79,0.0841,0.521,0.0043,0.178,0.355,120.285,413947,https://www.youtube.com/watch?v=BJImSd32f3Y,Time - Pink Floyd - Music Video [HQ]
Pink Floyd,0.587,0.302,0,-14.976,0.0293,0.223,0.00216,0.128,0.19,112.46,278441,https://www.youtube.com/watch?v=DEDjF2tLbhk,Pink Floyd-Hey You {Music Video}
Pink Floyd,0.324,0.265,2,-13.398,0.0302,0.0732,0.341,0.366,0.208,133.568,226667,https://www.youtube.com/watch?v=W56qx-ZB_7Q,Brain Damage / Eclipse - Pink Floyd - Music Video [HQ]
Pink Floyd,0.357,0.302,2,-14.526,0.0303,0.862,0.559,0.634,0.135,72.518,469224,https://www.youtube.com/watch?v=nYAYn7pyues,Pink Floyd - Us And Them (Official Video)
System Of A Down,0.417,0.934,7,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,https://www.youtube.com/watch?v=CSvFpBOe8eY,System Of A Down - Chop Suey! (Official HD Video)
System Of A Down,0.413,0.873,8,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,https://www.youtube.com/watch?v=iywaBOMvYLI,System Of A Down - Toxicity (Official HD Video)
System Of A Down,0.47,0.796,8,-3.277,0.0336,0.362,1.10E-06,0.133,0.215,113.108,167907,https://www.youtube.com/watch?v=DnGdoEa1tPg,System Of A Down - Lonely Day (Official HD Video)
System Of A Down,0.364,0.922,0,-4.217,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053,https://www.youtube.com/watch?v=L-iepu3EtyE,System Of A Down - Aerials (Official HD Video)
System Of A Down,0.538,0.981,1,-2.688,0.14,0.00662,0,0.219,0.711,101.414,255467,https://www.youtube.com/watch?v=zUzd9KyIDrM,System Of A Down - B.Y.O.B. (Official HD Video)
System Of A Down,0.451,0.889,1,-2.693,0.261,0.00167,0.00215,0.258,0.586,131.073,153800,https://www.youtube.com/watch?v=5vBGOrI6yBk,System Of A Down - Sugar (Official HD Video)
System Of A Down,0.459,0.958,6,-2.333,0.0877,0.0283,0,0.108,0.586,142.707,211333,https://www.youtube.com/watch?v=I2ayyuEiIMo,Violent Pornography - System of a Down (Music Video)
System Of A Down,0.274,0.92,6,-4.096,0.0489,0.0303,0.000412,0.115,0.0397,154.016,189440,https://www.youtube.com/watch?v=LoheCz4t2xc,System Of A Down - Hypnotize (Official HD Video)
System Of A Down,0.46,0.54,5,-5.132,0.0381,0.0324,0.0168,0.326,0.0506,137.855,215440,https://www.youtube.com/watch?v=SqZNMvIEHhs,System Of A Down - Spiders (Official HD Video)
System Of A Down,0.493,0.974,1,-3.252,0.135,0.0202,8.31E-05,0.182,0.354,99.647,201160,https://www.youtube.com/watch?v=yM2wO6eQdns,System Of A Down - Prison Song (Music Video)
Green Day,0.442,0.943,3,-3.205,0.0602,0.00293,8.71E-06,0.091,0.781,85.064,181533,https://www.youtube.com/watch?v=NUTGr5t3MoY,Green Day - Basket Case [Official Music Video]
Green Day,0.38,0.988,1,-2.042,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113,176346,https://www.youtube.com/watch?v=Ee_uujKuJMI,Green Day - American Idiot [Official Music Video]
Green Day,0.475,0.432,7,-7.844,0.0302,0.183,0,0.161,0.648,94.605,153467,https://www.youtube.com/watch?v=CnQ8N1KacJc,Green Day - Good Riddance (Time of Your Life) [Official Music Video] [4K UPGRADE]
Green Day,0.546,0.814,7,-5.146,0.0314,0.023,0,0.0972,0.146,104.98,285653,https://www.youtube.com/watch?v=NU9JoFKlaZ0,Green Day - Wake Me Up When September Ends [Official Music Video]
Green Day,0.496,0.682,8,-4.095,0.0294,0.00552,2.94E-05,0.0589,0.474,167.06,262333,https://www.youtube.com/watch?v=Soa3gO7tL-c,Green Day - Boulevard Of Broken Dreams [Official Music Video]
Green Day,0.531,0.909,11,-4.236,0.034,0.0175,0,0.231,0.814,97.546,178000,https://www.youtube.com/watch?v=i8dh9gDzmz8,Green Day - When I Come Around [Official Music Video]
Green Day,0.268,0.742,5,-4.939,0.0355,0.0518,0,0.626,0.416,159.779,321093,https://www.youtube.com/watch?v=r00ikilDxW4,Green Day - 21 Guns [Official Music Video]
Green Day,0.552,0.89,8,-3.409,0.0342,0.000143,0,0.888,0.716,146.525,232680,https://www.youtube.com/watch?v=A1OqtIqzScI,Green Day - Holiday [Official Music Video]
